decoder_heading,ident_heading,heading_map_score,heading_map_index,heading_type,heading_content_part,heading_content_part_len,high_level_tag,medium_level_tag
7.6 Change of ownership,7.6 Change of ownership,100.0,21485,sub,"7.6 Change of ownershipIf we undergo a change in ownership, or a merger with, acquisition by, or sale of assets to another entity, we may assign our rights to the personal information we process to a successor, purchaser, or separate entity. We will disclose the transfer on the website. If you are concerned about your personal information migrating to a new owner, you may request us to delete your personal information.",422,<third>,<when>
7.7 Data Processing Agreement,7.7 Data Processing Agreement,100.0,21909,sub,"7.7 Data Processing AgreementAs required by relevant data protection laws, we make use of Data Processing Agreements to manage data processing relationships between Responsible Parties and Operators or Operators and Sub-operators (as the case may be). Our standard Data Processing Agreement is available at:http://www.property24.com/data-processing-agreement.",359,<third>,<other>
8. Security,8. Security,100.0,22272,main,8. Security,11,<security>,<other>
8. Security,8. Security,100.0,22272,main,"All the information we receive about you is stored on secure servers and we have implemented technical and organisational measures that are suitable and necessary to protect your personal data. We continually evaluate the security of our network and adequacy of our internal information security program which is designed to (a) help secure your data against accidental or unlawful loss, access or disclosure, (b) identify reasonably foreseeable risks to the security of our network, and (c) minimize security risks, including through risk assessment and regular testing.",571,<security>,<other>
8. Security,8. Security,100.0,22272,main,"Please note, despite the measures we have implemented to protect your data, the transfer of data through the Internet or other open networks is never completely secure and there is a risk that your personal data may be accessed by unauthorised third parties..We will take all reasonable steps to ensure that your data is treated securely and in accordance with this policy",372,<security>,<other>
9. Accurate and up to date,9. Accurate and up to date,100.0,23230,main,9. Accurate and up to date,26,<access>,<other>
9. Accurate and up to date,9. Accurate and up to date,100.0,23230,main,"We will try to keep the personal information we collect as accurate, complete and up to date as is necessary for the purposes defined in this policy. From time to time, we may request you to update your personal information on the website. You are able to review or update any personal information that we hold on you by accessing your account online, emailing us, or phoning us. Please note that in order to better protect you and safeguard your personal information, we take steps to verify your identity before granting you access to your account or making any corrections to your personal information.",605,<access>,<other>
9. Accurate and up to date,9. Accurate and up to date,100.0,23230,main,"Please keep your personal information accurate and up to date by accessing your account online, emailing us, by phoning us.",123,<access>,<other>
10. Retention,10. Retention,100.0,23987,main,"10. RetentionWe will only retain your personal information for as long as it is necessary to fulfil the purposes explicitly set out in this policy, unless:retention of the record is required or authorised by law; oryou have consented to the retention of the record.During the period of retention, we will continue to abide by our non-disclosure obligations and will not share or sell your personal information.We may retain your personal information in physical or electronic records at our discretion.",502,<retention>,<other>
10. Retention,10. Retention,100.0,23987,main,We will only retain your personal information for as long as is necessary.,74,<retention>,<other>
11. Transfer to another country,11. Transfer to another country,100.0,24570,main,11. Transfer to another country,31,<region>,<how-gathered>
11. Transfer to another country,11. Transfer to another country,100.0,24570,main,We may transmit or transfer personal information outside of the country in which it was collected to a foreign country and process it in that country. Personal information may be stored on servers located outside the country in which it was collected in a foreign country whose laws protecting personal information may not be as stringent as the laws in the country in which it was collected. You consent to us processing your personal information in a foreign country whose laws regarding processing of personal information may be less stringent.,547,<region>,<how-gathered>
11. Transfer to another country,11. Transfer to another country,100.0,24570,main,We may transfer your personal information outside the country in which it was collected to a foreign country.,109,<region>,<how-gathered>
12. Removing,12. Removing,100.0,25260,main,"12. RemovingYou may choose to remove the personal information you have submitted to us, by clicking the profile menu under your user account on our website or contacting us.We will request proof of identity before removing your information.You may choose to update or remove the personal information you have submitted to us.",325,<access>,<other>
13.Limitation,13.Limitation,100.0,25589,main,"13.LimitationWe are not responsible for, give no warranties, nor make any representations in respect of the privacy policies or practices of linked or any third party websites.",176,<generic>,<other>
14.Enquiries,14.Enquiries,100.0,25767,main,"14.EnquiriesIf you have any questions or concerns arising from this privacy policy or the way in which we handle personal information, please email theInformation Officer.This policy was last updated in November 2022.Quick LinksSearch for propertySign up for Property alertsProperty NewsFind an agentGet your properties listedProperty for sale in GautengProperty for sale in Western CapeProperty for sale in KwaZulu NatalRest of South AfricaAlbertonBenoniBoksburgCenturionEdenvaleJohannesburgKempton ParkMidrand",511,<contact>,<other>
14.Enquiries,14.Enquiries,100.0,25767,main,PretoriaRandburgRoodepoortSandtonSowetoBellvilleCape TownDurbanvilleHermanusPaarlSomerset WestStellenboschBallitoDurbanHillcrestPietermaritzburgPinetownUmhlangaBloemfonteinEast LondonNelspruitPolokwanePort ElizabethRustenburgWitbankAbout UsContact UsFeedbackSitemapTerms & ConditionsPrivacy PolicyCookie PolicyPAIA ManualJoin Our TeamAgent ZoneAgency ProductsCopyright © 2023 Property24Download the AppCookie Notice,415,<contact>,<other>
14.Enquiries,14.Enquiries,100.0,25767,main,We use cookies that are essential for this website to function and to improve your user experience. Please refer to ourcookie policy.Closeset at runtime- Property24set at runtimeset at runtimeCloseSign InRegisterYour EmailYour PasswordForgot Password?Sign In.Enter verificationCodeResendVerification code re-sent.VerifyYour EmailYour PasswordForgot your password?RegisterAccount Registered!Activate your account now.,416,<contact>,<other>
14.Enquiries,14.Enquiries,100.0,25767,main,A verification email is on its way to you. Follow the link in the email to complete the registration process.Or sign in with:By continuing I understand and agree withProperty24’sTerms & ConditionsandPrivacy Policy.,214,<contact>,<other>
