decoder_heading,ident_heading,heading_map_score,heading_map_index,heading_type,heading_content_part,heading_content_part_len,high_level_tag,medium_level_tag
5. Means of personal data processing,5. Means of personal data processing,100.0,5607,main,You may refuse the processing of your personal data for the purpose of sending commercial communications at any time and this will not affect our other mutual relationships. All you have to do is to refuse sending other messages by clicking on the link located in the footer of the sent commercial communication or you can send us an e-mail with the appropriate request at support@appblock.app.,394,<first>,<how-used>
6. Processing of personal data on the basis of consent,6. Processing of personal data on the basis of consent,100.0,8114,main,6. Processing of personal data on the basis of consent,54,<choice>,<when>
6. Processing of personal data on the basis of consent,6. Processing of personal data on the basis of consent,100.0,8114,main,"If you give us consent to the processing of personal data for the purpose of sending personalized marketing communications (in these cases, profiling may also occur) or for the purpose of addressing offers of services and products of the Operator via e-mail or push notifications, you acknowledge that granting of this consent is voluntary and that consent may be withdrawn at any time via a link provided in the message with the commercial communication. Consent is provided until revoked. Failure to give consent does not affect the provision of the Service.",560,<choice>,<when>
7. Recipients of data,7. Recipients of data,100.0,8730,main,"7. Recipients of dataWe disclose your personal data only to authorized employees or to individual processors of personal data contracted by the Operator, or to other controllers. However, we always disclose your data only to the extent necessary to fulfil the individual purposes of the processing, and on the basis of an appropriate legal title for the processing of personal data. The categories of recipients of personal data are as follows:Public authorities;Web service providers and IT solutions;",502,<third>,<how-gathered>
7. Recipients of data,7. Recipients of data,100.0,8730,main,"We will be glad to provide you with a list of recipients of personal data by e-mail upon request at: support@appblock.appPersonal data may also be transferred to entities established in countries that do not provide an adequate level of protection within the meaning of the Regulation. In such cases, the Operator concludes with the recipients’ standard contractual clauses approved by the European Commission to ensure an adequate level of personal data protection.",466,<third>,<how-gathered>
7. Recipients of data,7. Recipients of data,100.0,8730,main,"Under certain conditions, we are entitled, or even obliged, to transfer certain personal data on the basis of applicable and effective legislation, for example to law enforcement authorities or other public authorities.",219,<third>,<how-gathered>
8. Personal data of third parties,8. Personal data of third parties,100.0,9924,main,8. Personal data of third parties,33,<first>,<what>
8. Personal data of third parties,8. Personal data of third parties,100.0,9924,main,"Personal data of third parties, which means personal data of employees of customers or other business partners of the Operator and other natural persons participating in cooperation with the Operator, or other data received by the Operator from the business partner in connection with the conclusion or performance of a contract will be processed in accordance with applicable and effective data protection laws. The Operator will use this personal data to perform contracts with business partners. The business partner hereby acknowledges that the Operator will process personal data of third parties for the duration of the contractual relationship and for the period stipulated by special legal regulations if there are any. Personal data of third parties will then be kept for a longer period of time if there is a need to keep such data on the basis of a particular case. The Business Partner is obliged to duly inform its employees, customers and other natural persons involved in the business partner's cooperation on the processing of personal data by the Operator.",1073,<first>,<what>
9. Personal data retention period,9. Personal data retention period,100.0,11032,main,9. Personal data retention periodPurpose of the processingRetention periodPerformance of a contract with the UserFor the duration of registration of the User in the ServiceFulfilment of legal obligationsFor the period prescribed by applicable legal regulationProtection of the controller's legitimate interest,309,<retention>,<when>
9. Personal data retention period,9. Personal data retention period,100.0,11032,main,"Up to a maximum of 3 years from the start of processing of personal data, unless otherwise provided for by specific legal regulation, and unless there is no justified need to keep data for a longer period in a particular caseDistributing commercial communications and offering of services and goodsFor as long as consent is granted or, as applicable, until the withdrawal of the consent to the processingDealing with requests of the UsersFor the duration of registration of the User in the Service",497,<retention>,<when>
10. Security and confidential nature of personal data,10. Security and confidential nature of personal data,100.0,11851,main,10. Security and confidential nature of personal dataPersonal data will be secured in such a way and using such technical and organizational means that a complete protection of personal data is provided in accordance with the Regulation and the applicable regulations governing personal data protection.,303,<security>,<other>
10. Security and confidential nature of personal data,10. Security and confidential nature of personal data,100.0,11851,main,"In view of the technologies, in particular, those that are generally used in the telecommunication networks, the Operator is unable to guarantee the confidentiality of emails you send to or receive from the Operator or verify whether they are genuine.Personal data are processed electronically by automated means or in printed form manually by authorized employees of the Operator and the employees of authorized processors.",424,<security>,<other>
10. Security and confidential nature of personal data,10. Security and confidential nature of personal data,100.0,11851,main,"Personal data are stored on secured servers in appropriate IT systems. The Operator adopted adequate technical and organizational measures to prevent any loss or destruction of personal data, any access to the data by unauthorised persons, any changes or disclosure thereof.Your Profile may be accessed only with a personal password. It is necessary to refrain from disclosing your login data to third parties. The Operator does not assume any liability for the misuse of the passwords used.",491,<security>,<other>
11. Installed apps inventory access,11. Installed apps inventory access,97.14285714285714,13075,main,"11. Installed apps inventory accessThe Service requires access to the user's inventory of installed apps in order to provide its basic functionality, such as blocking setup and usage statistics. This data is used solely in order to provide the required functionality to the user, as per the user’s configuration. No app inventory data is stored or used in any other way.",370,<first>,<what>
12. Location Data Access,12. Location Data Access,100.0,13447,main,"12. Location Data AccessThe Service offers optional functionality which requires the use of device location data, including the precise GPS location of the device gathered through its location services as well as geofencing, as provided by the Android Geofencing API. This location data is used solely in order to provide the required functionality to the user, as per the user’s configuration. No location data is stored or used in any other way.",447,<first>,<what>
13. Log Data,13. Log Data,100.0,13896,main,13. Log Data,12,<first>,<what>
13. Log Data,13. Log Data,100.0,13896,main,"We want to inform you that whenever you use our Service, we may collect data and information, called Log Data, (through third party products) on your device in case of an error occurring in the app. This Log Data may include information such as your device Internet Protocol (“IP”) address, device name, operating system version, the configuration of the app when utilizing our Service, the time and date of your use of the Service, and other statistics. This data is used solely for the purpose of improving the Service and providing reliability, does not hold any information about the user and cannot be used to identify the user.",633,<first>,<what>
14. Service Providers,14. Service Providers,100.0,14543,main,14. Service ProvidersWe may employ third-party companies (see the complete list under Information Collection and Use) due to the following reasons:To facilitate our Service;To provide the Service on our behalf; To perform Service-related services; orTo assist us in analyzing how our Service is used.,300,<third>,<how-gathered>
14. Service Providers,14. Service Providers,100.0,14543,main,"We want to inform users of this Service that these third parties have access to your anonymous information as per their specifications and policies. The reason is to perform the tasks assigned to them on our behalf. However, they are obligated not to disclose or use the information for any other purpose.",305,<third>,<how-gathered>
15. Rights of the data subjects,15. Rights of the data subjects,100.0,15154,main,"15. Rights of the data subjectsIn connection with personal data processing, you have the rights specified below, under the conditions of articles 15 to 21 of the Regulation, that you may exercise at any time:",208,<access>,<other>
15. Rights of the data subjects,15. Rights of the data subjects,100.0,15154,main,"They include the right: (i) to access your personal data, (ii) to have inaccurate or incorrect personal data rectified and to have incomplete personal data completed, (iii) to have personal data deleted if they are no longer necessary for the purpose for which they were collected or otherwise processed or if it transpires that they were processed illegally, (iv) to have the processing of your personal data restricted, (v) to data portability, and (vi) the right to raise an objection following which the processing of your personal data will be discontinued, unless it is proven that there are serious legitimate reasons for such processing that prevail over your interests or rights and freedoms, in particular, if the reason is a possible enforcement of legal claims; and (vii) to turn to the Office of Personal Data Protection (",835,<access>,<other>
15. Rights of the data subjects,15. Rights of the data subjects,100.0,15154,main,"www.uoou.cz), where you can file your complaint. If you give your consent to the processing of your personal data, you have the right to withdraw the consent at any time.",170,<access>,<other>
Right to access your personal data:,Right to access your personal data:,100.0,16372,sub,"Right to access your personal data:if you are interested in whether the Operator processes your personal data, you are entitled to obtain information regarding whether your personal data are being processed and if so, you are entitled to gain access to your personal data;",272,<access>,<other>
Right to have inaccurate personal data rectified and to have incomplete personal data completed:,Right to have inaccurate personal data rectified and to have incomplete personal data completed:,100.0,16646,sub,"Right to have inaccurate personal data rectified and to have incomplete personal data completed:if you think that the Operator processes any inaccurate or incomplete personal data of yours, you are entitled to demand that they are rectified and completed. The Operator will correct or complete such data without undue delay, taking into account the technical possibilities.",373,<access>,<other>
Right to erasure:,Right to erasure:,100.0,17021,sub,Right to erasure:,17,<access>,<other>
Right to erasure:,Right to erasure:,100.0,17021,sub,"if you request an erasure, the Operator will delete your personal data, provided that: (i) they are no longer necessary for the purpose for which they were collected or otherwise processed; (ii) the processing is illegal, (iii) you raise objections against the processing and there are no prevailing legitimate reasons for the processing of your personal data or (iv) the Operator has a statutory obligation to delete your data. The Operator will not comply with your request if any of the circumstances specified in Article 17 clause 3 of the Regulation prevent it;",566,<access>,<other>
Right to have the processing of your personal data restricted:,Right to have the processing of your personal data restricted:,100.0,17606,sub,"Right to have the processing of your personal data restricted:if you apply to have the processing of your personal data restricted, the Operator will make your personal data inaccessible, delete them temporarily or store or process your data in another way, as necessary for the exercise of such a right;",304,<access>,<other>
Right to data portability:,Right to data portability:,100.0,17912,sub,"Right to data portability:if you want the Operator to submit your personal data processed by the Operator based on your consent or data that are necessary for the performance of a contract to a third party, you can exercise your right to data portability. Should the rights and freedoms of third parties be prejudiced by the exercise of your right, the Operator will be unable to comply with your request;",405,<access>,<other>
Right to object:,Right to object:,100.0,18319,sub,"Right to object:you have the right to object to the processing of your personal data that are being processed for the purpose of acting in the public interest or in exercising public authority or for the purpose of the protection of legitimate interests of the Operator. If the Operator fails to prove that there is a serious legitimate reason for the processing that prevails over the interests or rights or freedoms, of the client, the Operator will discontinue the processing without undue delay.",499,<choice>,<other>
Right to object:,Right to object:,100.0,18319,sub,"If there are repeated or clearly unfounded requests to exercise the rights above, the Operator will be entitled to charge an adequate fee for the implementation thereof or decline to do so. We will inform you about such a procedure in advance.If you wish to exercise your rights, you can do so:by a letter addressed to the registered office of the company at Českoskalická 650, 549 41 Červený Kostelec, Czech Republic;by e-mail to: support@appblock.app.",453,<choice>,<other>
Right to object:,Right to object:,100.0,18319,sub,"The Operator reserves the right to verify the identity of the applicant in connection with the rights exercised in a reasonable manner in compliance with Article 12 (6) of the Regulation.If you have any questions, you can contact the Operator using the contact information above.This Privacy Policy was updated on 12.8.2022.AppBlockAboutBlogAppBlock for ChromeSupportHelpApp privacy policyPressConditions of useGet the app© AppBlock - App developed byMobileSoft",461,<choice>,<other>
