decoder_heading,ident_heading,heading_map_score,heading_map_index,heading_type,heading_content_part,heading_content_part_len,high_level_tag,medium_level_tag
You may choose not to provide certain information requested by the App,You may choose not to provide certain information requested by the App,100.0,8361,sub,"You may choose not to provide certain information requested by the App. Please keep in mind that withholding this information may prevent the App from providing full functionality, as described above. ",201,<access>,<error>
You may choose to receive or stop push notifications,You may choose to receive or stop push notifications,100.0,8562,sub,"You may choose to receive or stop push notifications at any time. ""Push notifications"" are messages that are sent to your mobile device to alert you about, for example, customer surveys, or to remind you to take certain actions. You can choose to turn push notifications on or off in the Settings of your device.Through the App, ",329,<access>,<error>
"You may access, and in some cases, edit or delete certain information stored locally in the App","you may access, and in some cases, edit or delete certain information stored locally in the App",100.0,8892,sub,"you may access, and in some cases, edit or delete certain information stored locally in the App. The information you can view and update may change as the App undergoes further development. If you have any questions about viewing or updating your information, please contact us using one of the methods on the App support page atpost-it.com/app.",345,<access>,<error>
"You may access, and in some cases, edit or delete certain information stored locally in the App","you may access, and in some cases, edit or delete certain information stored locally in the App",100.0,8892,sub,"If you no longer wish to receive marketing communications from us, you may opt out of receiving marketing emails by using the unsubscribe information available in any marketing email, or you may submit a request using one of the methods on the App support page atpost-it.com/app. Please note that you may not opt-out of receiving non-promotional email messages regarding programs or events you have registered for or certain administrative, technical, or safety notices about the App or our products or services.",512,<access>,<error>
"You may access, and in some cases, edit or delete certain information stored locally in the App","you may access, and in some cases, edit or delete certain information stored locally in the App",100.0,8892,sub,"For more information about the rights you may have with respect to your personal information, please see 3M’sGlobal Privacy Policy.",131,<access>,<error>
Children’s Information,Children’s Information,100.0,9889,main,"Children’s InformationThis App is not directed to or intended for use by children under the age of 13. We will not knowingly collect information from children under the age of 13. If you become aware that a child under your care has provided us with information without your consent, please contact us using one of the methods on the App support page atpost-it.com/app.",369,<audience>,<error>
Links to Other Websites or Third-Party Services,Links to Other Websites or Third-Party Services,100.0,10262,main,Links to Other Websites or Third-Party Services,47,<not>,<error>
Links to Other Websites or Third-Party Services,Links to Other Websites or Third-Party Services,100.0,10262,main,"The App may contain links to and integrations with external websites or third-party services (such as retailer websites and cloud storage providers). We are not responsible for the privacy policies and/or practices on websites or third-party services that may be accessed through these links and integrations. When following a link to or using an integration with another website or third-party service, you should read the privacy policy for that website or service. This includes, for example, if you instruct the App to export your content within the App to a third-party app, website or external service.",608,<not>,<error>
Data Retention and Deletion,Data Retention and Deletion,100.0,10919,main,"Data Retention and DeletionWe will retain your information for our legitimate business purposes, such as to maintain your account and to comply with our legal obligations, resolve disputes, and enforce our agreements. We also may retain and use any aggregate or de-identified information (i.e., information that does not identify you personally) for any purpose. Please note that some or all of the information we have collected may be required in order for the App to function properly.",487,<retention>,<error>
Data Retention and Deletion,Data Retention and Deletion,100.0,10919,main,"If you no longer wish to use the App and wish to deactivate or delete your account, please delete the App and contact us using one of the methods on the App support page atpost-it.com/app.",188,<retention>,<error>
Changes to this Privacy Policy,Changes to this Privacy Policy,100.0,11599,main,"Changes to this Privacy PolicyWhen we make changes to the Privacy Policy, we will post an updated Policy on this page and change the effective date listed in the Policy. We may notify you by email or other channels in some circumstances.",237,<change>,<error>
Additional Information for California Residents,Additional Information for California Residents,100.0,11838,sub,"Additional Information for California Residents.  If you are a verified California resident, you may have, pursuant to the California Consumer Privacy Act, rights with respect to your personal information with 3M, which apply differently in different circumstances: right to access, right to information, and the right to deletion. 3M does not and will not sell personal information. Most of these rights are not absolute.  For more information on these rights and methods for exercising, please visit 3M’s Global Privacy Policy at available at",544,<region>,<error>
Additional Information for California Residents,Additional Information for California Residents,100.0,11838,sub,https://www.3m.com/3M/en_US/company-us/privacy-policy/or by contacting us toll free at1-833-256-1792.,101,<region>,<error>
Additional Information for California Residents,Additional Information for California Residents,100.0,11838,sub,"Additional Information for California Residents.  If you are a verified California resident, you may have, pursuant to the California Consumer Privacy Act, rights with respect to your personal information with 3M, which apply differently in different circumstances: right to access, right to information, and the right to deletion. 3M does not and will not sell personal information. Most of these rights are not absolute.  For more information on these rights and methods for exercising, please visit 3M’s Global Privacy Policy at available at",544,<region>,<error>
Additional Information for California Residents,Additional Information for California Residents,100.0,11838,sub,https://www.3m.com/3M/en_US/company-us/privacy-policy/or by contacting us toll free at1-833-256-1792.,101,<region>,<error>
Questions or Concerns?,Questions or Concerns?,100.0,13138,sub,"Questions or Concerns?If you have any questions or concerns regarding the topics addressed in this Privacy Policy, please contact us using one of the methods on the App support page atpost-it.com/app. For more information about how 3M uses personal information and rights you may have with respect to your personal information, please see 3M’sGlobal Privacy Policy.Chat with UsChat is Unavailable",396,<contact>,<error>
