decoder_heading,ident_heading,heading_map_score,heading_map_index,heading_type,heading_content_part,heading_content_part_len,high_level_tag,medium_level_tag
HOW WE USE AND DISCLOSE THE INFORMATION COLLECTED,HOW WE USE AND DISCLOSE THE INFORMATION COLLECTED,100.0,2444,main,HOW WE USE AND DISCLOSE THE INFORMATION COLLECTED,49,<first>,<other>
"We use the information collected to better understand how you use our Games, customize your experience (including the content, marketing materials, and advertisements you see), prevent abuse and improve the application.","We use the information collected to better understand how you use our Games, customize your experience (including the content, marketing materials, and advertisements you see), prevent abuse and improve the application.",100.0,2494,sub,"We use the information collected to better understand how you use our Games, customize your experience (including the content, marketing materials, and advertisements you see), prevent abuse and improve the application.",219,<third>,<what>
Top Photo Editor - Top Photo Collage works with the following partners to serve you third-party advertisements and develop our games:,Top Photo Editor - Top Photo Collage works with the following partners to serve you third-party advertisements and develop our games:,100.0,2714,main,"Top Photo Editor - Top Photo Collage works with the following partners to serve you third-party advertisements and develop our games:- Google, LLC.For more information about our partners' practices, please visit the following links:-https://www.google.com/policies/privacy/partners/We may share the information collected only under these circumstances:If we believe it's reasonably necessary to comply with a law, regulation or legal process.",442,<third>,<what>
Top Photo Editor - Top Photo Collage works with the following partners to serve you third-party advertisements and develop our games:,Top Photo Editor - Top Photo Collage works with the following partners to serve you third-party advertisements and develop our games:,100.0,2714,main,"To third parties helping us offer and improve our service, such as those providing Top Photo Editor - Top Photo Collage Collage certain technical tools and analytics services that help us understand how people use our games so we can make its better.If we sell, transfer or otherwise share some or all of our assets, including the information identified in this privacy policy, in connection with a merger, acquisition, reorganization or sale of assets in the event of a bankruptcy.",482,<third>,<what>
Top Photo Editor - Top Photo Collage works with the following partners to serve you third-party advertisements and develop our games:,Top Photo Editor - Top Photo Collage works with the following partners to serve you third-party advertisements and develop our games:,100.0,2714,main,"We may disclose aggregate information about how users use our games, always in a manner that doesn't identify you individually.",127,<third>,<what>
TRACKING POLICY,TRACKING POLICY,100.0,3775,main,"TRACKING POLICYAd companies may use and collect anonymous data about your interests to customize content and advertising here and in other sites and applications. Interest and location data may be linked to your device, but is not linked to your identity. Our Games may share your Advertising ID with advertising partners in an anonymous fashion that is not tied to your name or email address.You can opt out by discontinuing your use our Games.",445,<tracking>,<other>
SUPPORT,SUPPORT,100.0,4223,main,"SUPPORTOur users can send us an email if they need support or help with any of our products. If you submit a support request, we will receive your email address and possibly other personal and non-personal information that you provide related to your support request (""Support Information""). We use Support Information only.",324,<contact>,<other>
CONTACT,CONTACT,100.0,4549,main,"CONTACTWe'd love to hear your questions, concerns and feedback about this privacy policy. If you have suggestions for us, let us know at:hoangduynamjon@gmail.com",161,<contact>,<other>
CHANGES TO THIS PRIVACY POLICY,CHANGES TO THIS PRIVACY POLICY,100.0,4713,main,"CHANGES TO THIS PRIVACY POLICYWe may amend this Privacy Policy from time to time. Use of information we collect is subject to the Privacy Policy in effect at the time such information is collected. As a result, we encourage you to review this privacy statement periodically to track changes.Original text",304,<change>,<other>
Contribute a better translation,"
Contribute a better translatio",96.7741935483871,5019,sub,Contribute a better translation,31,<error>,<error>
