decoder_heading,ident_heading,heading_map_score,heading_map_index,heading_type,heading_content_part,heading_content_part_len,high_level_tag,medium_level_tag
Uploading User's Contact List,Uploading User's Contact List,100.0,3280,main,Uploading User's Contact List,29,<first>,<error>
"Video Calls, Voice & Text Chat App has a communication feature. If you want and give consent, you can provide your mobile number and basic account data (which may include profile name, profile picture, and about information) to create a Leo Video Call Account.","Video Calls, Voice & Text Chat App has a communication feature. If you want and give consent , you can provide your mobile number and basic account data (which may include profile name, profile picture, and about information) to create a Leo Video Call Account",99.61538461538461,3310,sub,"Video Calls, Voice & Text Chat App has a communication feature. If you want and give consent , you can provide your mobile number and basic account data (which may include profile name, profile picture, and about information) to create a Leo Video Call Account.",261,<generic>,<error>
"To make it easier for your contacts and other people to reach you and recognize who you are, we fetch your contacts with your permission to notify other users.","To make it easier for your contacts and other people to reach you and recognize who you are, we fetch your contacts with your permission to notify other users.",100.0,3572,sub,"To make it easier for your contacts and other people to reach you and recognize who you are, we fetch your contacts with your permission to notify other users. We do not require your screen name to be your real name. Note that users who have you in their contacts will see you by the name they saved and not by your screen name.",328,<error>,<error>
Childrenâ€™s Privacy,Childrenâ€™s Privacy,100.0,3901,main,Childrenâ€™s Privacy,20,<error>,<error>
"We do not aim any of our products or services directly at children under the age of 13, and we do not knowingly collect personal information about children under 13.","We do not aim any of our products or services directly at children under the age of 13, and we do not knowingly collect personal information about children under 13.",100.0,3922,sub,"We do not aim any of our products or services directly at children under the age of 13, and we do not knowingly collect personal information about children under 13.",165,<error>,<error>
Limits of Our Policy,Limits of Our Policy,100.0,4088,main,Limits of Our Policy,20,<error>,<error>
"Our website may link to external sites that are not operated by us. Please be aware that we have no control over the content and policies of those sites, and cannot accept responsibility or liability for their respective privacy practices.","Our website may link to external sites that are not operated by us. Please be aware that we have no control over the content and policies of those sites, and cannot accept responsibility or liability for their respective privacy practices.",100.0,4109,sub,"Our website may link to external sites that are not operated by us. Please be aware that we have no control over the content and policies of those sites, and cannot accept responsibility or liability for their respective privacy practices.",239,<error>,<error>
Changes to This Policy,Changes to This Policy,100.0,4349,main,Changes to This Policy,22,<error>,<error>
"At our discretion, we may change our privacy policy to reflect updates to our business processes, current acceptable practices, or legislative or regulatory changes.","At our discretion, we may change our privacy policy to reflect updates to our business processes, current acceptable practices, or legislative or regulatory changes.",100.0,4372,sub,"At our discretion, we may change our privacy policy to reflect updates to our business processes, current acceptable practices, or legislative or regulatory changes. ",166,<error>,<error>
"If we decide to change this privacy policy, we will post the changes here at the same link by which you are accessing this privacy policy.","If we decide to change this privacy policy, we will post the changes here at the same link by which you are accessing this privacy policy.",100.0,4538,sub,"If we decide to change this privacy policy, we will post the changes here at the same link by which you are accessing this privacy policy.",138,<error>,<error>
"If required by law, we will get your permission or give you the opportunity to opt in to or opt-out of, as applicable, any new uses of your personal information.","If required by law, we will get your permission or give you the opportunity to opt in to or opt-out of, as applicable, any new uses of your personal information.",100.0,4677,sub,"If required by law, we will get your permission or give you the opportunity to opt in to or opt-out of, as applicable, any new uses of your personal information.",161,<error>,<error>
Contact Us,Contact Us,100.0,4839,main,Contact Us,10,<error>,<error>
"For any questions or concerns regarding your privacy, you may contact us using the following details:","For any questions or concerns regarding your privacy, you may contact us using the following details:",100.0,4850,sub,"For any questions or concerns regarding your privacy, you may contact us using the following details:Leo Legaltech Limitedmonetizationteam@leolegaltech.comLeo Legaltech Limited is a great team of innovative people who want to build great products with technical genius and passionate creativity. Our mission is to build a mobile world to help people navigating and connecting around the world.monetizationteam@leolegaltech.comU.K.ExploreHomeOur AppsPrivacy PolicyTerms & ConditionsContactÂ© copyrightby",502,<error>,<error>
"For any questions or concerns regarding your privacy, you may contact us using the following details:","For any questions or concerns regarding your privacy, you may contact us using the following details:",100.0,4850,sub,Leo Legal Tech,14,<error>,<error>
