decoder_heading,ident_heading,heading_map_score,heading_map_index,heading_type,heading_content_part,heading_content_part_len,high_level_tag,medium_level_tag
Personal Data,Personal Data,100.0,2034,main,"Personal Data that this Application collects, by itself or through third parties, there are:      Cookies; Usage Data; unique device identifiers for advertising (Google Advertiser ID or IDFA, for example); various types of Data.Complete details on each type of Personal Data collected are provided in the dedicated sections of this privacy policy or by specific explanation texts displayed prior to the Data collection.",419,<first>,<what>
Personal Data,Personal Data,100.0,2034,main,"Personal Data may be freely provided by the User, or, in case of Usage Data, collected automatically when using this Application.Unless specified otherwise, all Data requested by this Application is mandatory and failure to provide this Data may make it impossible for this Application to provide its services. In cases where this Application specifically states that some Data is not mandatory, Users are free not to communicate this Data without consequences to the availability or the functioning of the Service.",515,<first>,<what>
Personal Data,Personal Data,100.0,2034,main,"Users who are uncertain about which Personal Data is mandatory are welcome to contact the Owner.Any use of Cookies â€“ or of other tracking tools â€“ by this Application or by the owners of third-party services used by this Application serves the purpose of providing the Service required by the User, in addition to any other purposes described in the present document and in the Cookie Policy, if available.",409,<first>,<what>
Personal Data,Personal Data,100.0,2034,main,"Users are responsible for any third-party Personal Data obtained, published or shared through this Application and confirm that they have the third party's consent to provide the Data to the Owner.",197,<first>,<what>
Mode and Place of Processing the Data,Mode and place of processing the Data,100.0,3582,main,Mode and place of processing the Data,37,<first>,<how-used>
Methods of Processing,Methods of processing,100.0,3620,main,"Methods of processingThe Owner takes appropriate security measures to prevent unauthorized access, disclosure, modification, or unauthorized destruction of the Data.",165,<first>,<how-used>
Methods of Processing,Methods of processing,100.0,3620,main,"The Data processing is carried out using computers and/or IT enabled tools, following organizational procedures and modes strictly related to the purposes indicated. In addition to the Owner, in some cases, the Data may be accessible to certain types of persons in charge, involved with the operation of this Application (administration, sales, marketing, legal, system administration) or external parties (such as third-party technical service providers, mail carriers, hosting providers, IT companies, communications agencies) appointed, if necessary, as Data Processors by the Owner. The updated list of these parties may be requested from the Owner at any time.",665,<first>,<how-used>
Legal Basis of Processing,Legal basis of processing,100.0,4453,main,"Legal basis of processingThe Owner may process Personal Data relating to Users if one of the following applies:Users have given their consent for one or more specific purposes. Note: Under some legislations the Owner may be allowed to process Personal Data until the User objects to such processing (â€œopt-outâ€), without having to rely on consent or any other of the following legal bases. This, however, does not apply, whenever the processing of Personal Data is subject to European data protection law;",508,<first>,<why>
Legal Basis of Processing,Legal basis of processing,100.0,4453,main,provision of Data is necessary for the performance of an agreement with the User and/or for any pre-contractual obligations thereof;processing is necessary for compliance with a legal obligation to which the Owner is subject;processing is related to a task that is carried out in the public interest or in the exercise of official authority vested in the Owner;processing is necessary for the purposes of the legitimate interests pursued by the Owner or by a third party.,471,<first>,<why>
Legal Basis of Processing,Legal basis of processing,100.0,4453,main,"In any case, the Owner will gladly help to clarify the specific legal basis that applies to the processing, and in particular whether the provision of Personal Data is a statutory or contractual requirement, or a requirement necessary to enter into a contract.",260,<first>,<why>
Place,Place,100.0,5700,main,"PlaceThe Data is processed at the Owner's operating offices and in any other places where the parties involved in the processing are located.Depending on the User's location, data transfers may involve transferring the User's Data to a country other than their own. To find out more about the place of processing of such transferred Data, Users can check the section containing details about the processing of Personal Data.",424,<region>,<when>
Place,Place,100.0,5700,main,"Users are also entitled to learn about the legal basis of Data transfers to a country outside the European Union or to any international organization governed by public international law or set up by two or more countries, such as the UN, and about the security measures taken by the Owner to safeguard their Data.If any such transfer takes place, Users can find out more by checking the relevant sections of this document or inquire with the Owner using the information provided in the contact section.",503,<region>,<when>
Retention Time,Retention time,100.0,6632,main,Retention timePersonal Data shall be processed and stored for as long as required by the purpose they have been collected for.Therefore:Personal Data collected for purposes related to the performance of a contract between the Owner and the User shall be retained until such contract has been fully performed.,308,<retention>,<when>
Retention Time,Retention time,100.0,6632,main,Personal Data collected for the purposes of the Ownerâ€™s legitimate interests shall be retained as long as needed to fulfill such purposes. Users may find specific information regarding the legitimate interests pursued by the Owner within the relevant sections of  this document or by contacting the Owner.,307,<retention>,<when>
Retention Time,Retention time,100.0,6632,main,"The Owner may be allowed to retain Personal Data for a longer period whenever the User has given consent to such processing, as long as such consent is not withdrawn. Furthermore, the Owner may be obliged to retain Personal Data for a longer period whenever required to do so for the performance of a legal obligation or upon order of an authority.",348,<retention>,<when>
Retention Time,Retention time,100.0,6632,main,"Once the retention period expires, Personal Data shall be deleted. Therefore, the right of access, the right to erasure, the right to rectification and the right to data portability cannot be enforced after expiration of the retention period.The ",246,<retention>,<when>
Purposes of Processing,purposes of processing,100.0,7848,main,"purposes of processingThe Data concerning the User is collected to allow the Owner to provide its Service, comply with its legal obligations, respond to enforcement requests, protect its rights and interests (or those of its Users or third parties), detect any malicious or fraudulent activity, as well as the following:        Analytics, Advertising, Hosting and backend infrastructure, Interaction with external social networks and platforms and Social features.",464,<first>,<why>
Purposes of Processing,purposes of processing,100.0,7848,main,"For specific information about the Personal Data used for each purpose, the User may refer to the section â€œ",109,<first>,<why>
Detailed Information on the Processing of Personal Data,Detailed information on the processing of Personal Data,100.0,8424,main,"Detailed information on the processing of Personal Dataâ€.Detailed information on the processing of Personal DataPersonal Data is collected for the following purposes and using the following services:AdvertisingThis type of service allows User Data to be utilized for advertising communication purposes. These communications are displayed in the form of banners and other advertisements on this Application, possibly based on User interests.",442,<first>,<how-used>
Detailed Information on the Processing of Personal Data,Detailed information on the processing of Personal Data,100.0,8424,main,This does not mean that all Personal Data are used for this purpose. Information and conditions of use are shown below.Some of the,130,<first>,<how-used>
Services Used, services lis,76.92307692307692,9002,main," services listed below may use Trackers to identify Users or they may use the behavioral retargeting technique, i.e. displaying ads tailored to the Userâ€™s interests and behavior, including those detected outside this Application. For more information, please check the privacy policies of the relevant services.",313,<third>,<other>
Services Used, services lis,76.92307692307692,9002,main,"Services of this kind usually offer the possibility to opt out of such tracking. In addition to any opt-out feature offered by any of the services below, Users may learn more on how to generally opt out of interest-based advertising within the dedicated section ""How to opt-out of interest-based advertising"" in this document.",326,<third>,<other>
AdMob,AdMob,100.0,9643,main,"AdMob (AdMob Google Inc.)AdMob is an advertising service provided by AdMob Google Inc.In order to understand Google's use of Data, consultGoogle's partner policy.Personal Data processed: Cookies; unique device identifiers for advertising (Google Advertiser ID or IDFA, for example); Usage Data.Place of processing:  US –Privacy Policy–Opt Out.AnalyticsThe services contained in this section enable the Owner to monitor and analyze web traffic and can be used to keep track of User behavior.",490,<third>,<error>
Google Analytics,Google Analytics,100.0,10146,main,"Google Analytics (Google Inc.)Google Analytics is a web analysis service provided by Google Inc. (â€œGoogleâ€). Google utilizes the Data collected to track and examine the use of this Application, to prepare reports on its activities and share them with other Google services.Google may use the Data collected to contextualize and personalize the ads of its own advertising network.Personal Data processed: Cookies; Usage Data.Place of processing:  US –Privacy Policy–Opt Out.Hosting and backend infrastructure",511,<third>,<error>
Google Analytics,Google Analytics,100.0,10146,main,"This type of service has the purpose of hosting data and files that enable this Application to run and be distributed as well as to provide a ready-made infrastructure to run specific features or parts of this Application.Some of these services work through geographically distributed servers, making it difficult to determine the actual location where the Personal Data are stored.",382,<third>,<error>
Firebase,Firebase,100.0,11051,main,"Firebase (Firebase, Inc.)Firebase is a hosting and backend service provided by Google Inc.Personal Data processed: various types of Data as specified in the privacy policy of the service.Place of processing:  US –Privacy Policy.Interaction with external social networks and platformsThis type of service allows interaction with social networks or other external platforms directly from the pages of this Application.",416,<third>,<other>
Firebase,Firebase,100.0,11051,main,"The interaction and information obtained through this Application are always subject to the Userâ€™s privacy settings for each social network.This type of service might still collect traffic data for the pages where the service is installed, even when Users do not use it.It is recommended to log out from the respective services in order to make sure that the processed data on this Application isnâ€™t being connected back to the Userâ€™s profile.",449,<third>,<other>
Google+ +1 Button and Social Widgets,Google+ +1 button and social widgets,100.0,11927,main,Google+ +1 button and social widgets (Google Inc.)The Google+ +1 button and social widgets are services allowing interaction with the Google+ social network provided by Google Inc.Personal Data processed: Cookies; Usage Data.Place of processing:  US –Privacy Policy.Social features,281,<third>,<other>
Inviting and Suggesting Friends,Inviting and suggesting friends,100.0,12215,main,"Inviting and suggesting friends (This Application)This Application may use the Personal Data provided to allow Users to invite their friends - for example through the address book, if access has been provided - and to suggest friends or connections inside it.Personal Data processed: various types of Data.",306,<third>,<other>
Information on Opting Out of Interest-Based Advertising,Information on opting out of interest-based advertising,100.0,12524,main,"Information on opting out of interest-based advertisingIn addition to any opt-out feature provided by any of the services listed in this document, Users may follow the instructions provided byYourOnlineChoices(EU),  theNetwork Advertising Initiative(US) and  theDigital Advertising Alliance(US),DAAC(Canada),DDAI(Japan)",319,<first>,<error>
Information on Opting Out of Interest-Based Advertising,Information on opting out of interest-based advertising,100.0,12524,main,  or other similar initiatives. Such initiatives allow Users to select their tracking preferences for most of the advertising tools. The Owner thus recommends that Users make use of these resources in addition to the information provided in this document.The Digital Advertising Alliance offers an application calledAppChoicesthat helps Users to control interest-based advertising on mobile apps.,396,<first>,<error>
Information on Opting Out of Interest-Based Advertising,Information on opting out of interest-based advertising,100.0,12524,main,"Users may also opt-out of certain advertising features through applicable device settings, such as the device advertising settings for mobile phones or ads settings in general.",176,<first>,<error>
The Rights of Users,The rights of Users,100.0,13434,main,"The rights of UsersUsers may exercise certain rights regarding their Data processed by the Owner.In particular, Users have the right to do the following:Withdraw their consent at any time.Users have the right to ",212,<choice>,<why>
Withdraw Consent,withdraw consent,100.0,13650,main,withdraw consent where they have previously given their consent to the processing of their Personal Data.,105,<choice>,<error>
Object to Processing,Object to processing,100.0,13756,main,"Object to processing of their Data.Users have the right to object to the processing of their Data if the processing is carried out on a legal basis other than consent. Further details are provided in the dedicated section below.Access their Data.Users have the right to learn if Data is being processed by the Owner, obtain disclosure regarding certain aspects of the processing and obtain a copy of the Data undergoing processing.",431,<choice>,<other>
Verify and Seek Rectification,Verify and seek rectification,100.0,14191,main,Verify and seek rectification.Users have the right to verify the accuracy of their Data and ask for it to be updated or corrected.,130,<choice>,<other>
Restrict Processing,Restrict the proces,78.94736842105263,14323,main,"Restrict the processing of their Data.Users have the right, under certain circumstances, to restrict the processing of their Data. In this case, the Owner will not process their Data for any purpose other than storing it.Have t",227,<choice>,<other>
Have Personal Data Deleted,heir Personal Data deleted,92.3076923076923,14552,main,"heir Personal Data deleted or otherwise removed.Users have the right, under certain circumstances, to obtain the erasure of their Data from the Owner.Receiv",156,<choice>,<other>
Receive Data and Have it Transferred,e their Data and have it transferred,88.88888888888889,14710,main,"e their Data and have it transferred to another controller.Users have the right to receive their Data in a structured, commonly used and machine readable format and, if technically feasible, to have it transmitted to another controller without any hindrance. This provision is applicable provided that the Data is processed by automated means and that the processing is based on the User's consent, on a contract which the User is part of or on pre-contractual obligations thereof.",481,<choice>,<other>
Lodge a Complaint,Lodge a complaint,100.0,15193,main,Lodge a complaint.Users have the right to bring a claim before their competent data protection authority.,105,<choice>,<other>
Details about the Right to Object to Processing,Details about the right to object to processing,100.0,15300,main,"Details about the right to object to processingWhere Personal Data is processed for a public interest, in the exercise of an official authority vested in the Owner or for the purposes of the legitimate interests pursued by the Owner, Users may object to such processing by providing a ground related to their particular situation to justify the objection.",355,<choice>,<other>
Details about the Right to Object to Processing,Details about the right to object to processing,100.0,15300,main,"Users must know that, however, should their Personal Data be processed for direct marketing purposes, they can object to that processing at any time without providing any justification. To learn, whether the Owner is processing Personal Data for direct marketing purposes, Users may refer to the relevant sections of this document.",331,<choice>,<other>
How to Exercise These Rights,How to exercise these rights,100.0,15989,main,How to exercise these rightsAny requests to exercise User rights can be directed to the Owner through the contact details provided in this document. These requests can be exercised free of charge and will be addressed by the Owner as early as possible and always within one month.,280,<access>,<other>
Additional Information about Data Collection and Processing,Additional information about Data collection and processing,100.0,16271,main,Additional information about Data collection and processing,59,<first>,<other>
Legal Action,Legal action,100.0,16331,main,Legal actionThe User's Personal Data may be used for legal purposes by the Owner in Court or in the stages leading to possible legal action arising from improper use of this Application or the related Services.The User declares to be aware that the Owner may be required to reveal personal data upon request of public authorities.,330,<not>,<other>
Additional Information about User's Personal Data,Additional information about User's Personal Data,100.0,16664,main,"Additional information about User's Personal DataIn addition to the information contained in this privacy policy, this Application may provide the User with additional and contextual information concerning particular Services or the collection and processing of Personal Data upon request.",289,<first>,<other>
System Logs and Maintenance,System logs and maintenance,100.0,16955,main,"System logs and maintenanceFor operation and maintenance purposes, this Application and any third-party services may collect files that record interaction with this Application (System logs) use other Personal Data (such as the IP Address) for this purpose.",257,<first>,<how-gathered>
Information Not Contained in This Policy,Information not contained in this policy,100.0,17214,main,Information not contained in this policyMore details concerning the collection or processing of Personal Data may be requested from the Owner at any time. Please see the contact information at the beginning of this document.,224,<not>,<error>
"How ""Do Not Track"" Requests are Handled",How â€œDo Not Trackâ€ requests are han,84.61538461538461,17440,main,"How â€œDo Not Trackâ€ requests are handledThis Application does not support â€œDo Not Trackâ€ requests.To determine whether any of the third-party services it uses honor the â€œDo Not Trackâ€ requests, please read their privacy policies.",240,<tracking>,<how-gathered>
Changes to This Privacy Policy,Changes to this privacy policy,100.0,17683,main,"Changes to this privacy policyThe Owner reserves the right to make changes to this privacy policy at any time by notifying its Users on this page and possibly within this Application and/or - as far as technically and legally feasible - sending a notice to Users via any contact information available to the Owner. It is strongly recommended to check this page often, referring to the date of the last modification listed at the bottom.",436,<change>,<error>
Changes to This Privacy Policy,Changes to this privacy policy,100.0,17683,main,"Should the changes affect processing activities performed on the basis of the Userâ€™s consent, the Owner shall collect new consent from the User, where required.",162,<change>,<error>
Definitions and Legal References,Definitions and legal references,100.0,18284,main,Definitions and legal references,32,<generic>,<other>
Personal Data (or Data),Personal Data (or Data),100.0,18317,main,"Personal Data (or Data)Any information that directly, indirectly, or in connection with other information â€” including a personal identification number â€” allows for the identification or identifiability of a natural person.",226,<generic>,<error>
Usage Data,Usage Data,100.0,18545,main,"Usage DataInformation collected automatically through this Application (or third-party services employed in this Application), which can include: the IP addresses or domain names of the computers utilized by the ",212,<generic>,<what>
User,User,100.0,18758,main,"Users who use this Application, the URI addresses (Uniform Resource Identifier), the time of the request, the method utilized to submit the request to the server, the size of the file received in response, the numerical code indicating the status of the server's answer (successful outcome, error, etc.), the country of origin, the features of the browser and the operating system utilized by the User, the various time details per visit (e.g., the time spent on each page within the Application) and the details about the path followed within the Application with special reference to the sequence of pages visited, and other parameters about the device operating system and/or the User's IT environment.",705,<generic>,<error>
User,User,100.0,18758,main,"UserThe individual using this Application who, unless otherwise specified, coincides with the ",94,<generic>,<error>
Data Subject,Data Subject,100.0,19559,main,Data Subject.Data SubjectThe natural person to whom the Personal Data refers.,77,<generic>,<what>
Data Processor (or Data Supervisor),Data Processor (or Data Supervisor),100.0,19639,main,"Data Processor (or Data Supervisor)The natural or legal person, public authority, agency or other body which processes Personal Data on behalf of the Controller, as described in this privacy policy.",198,<generic>,<what>
Data Controller (or Owner),Data Controller (or Owner),100.0,19839,main,"Data Controller (or Owner)The natural or legal person, public authority, agency or other body which, alone or jointly with others, determines the purposes and means of the processing of Personal Data, including the security measures concerning the operation and use of ",269,<generic>,<what>
This Application,this Application,100.0,20109,main,"this Application. The Data Controller, unless otherwise specified, is the Owner of this Application.This ApplicationThe means by which the Personal Data of the User is collected and processed.",192,<generic>,<error>
Service,Service,100.0,20304,main,ServiceThe service provided by this Application as described in the relative terms (if available) and on this site/application.,127,<generic>,<error>
European Union (or EU),European Union (or EU),100.0,20433,main,"European Union (or EU)Unless otherwise specified, all references made within this document to the European Union include all current member states to the European Union and the European Economic Area.Cookie",206,<region>,<other>
Cookies,Cookies,100.0,20642,main,Cookies are ,12,<tracking>,<what>
Tracker,Tracker,100.0,20654,main,"Trackers consisting of small sets of data stored in the User's browser.TrackerTracker indicates any technology - e.g Cookies, unique identifiers, web beacons, embedded scripts, e-tags and fingerprinting - that enables the tracking of Users, for example by accessing or storing information on the Userâ€™s device.",312,<tracking>,<what>
Legal Information,Legal information,100.0,20969,main,"Legal informationThis privacy statement has been prepared based on provisions of multiple legislations, including Art. 13/14 of Regulation (EU) 2016/679 (General Data Protection Regulation).This privacy policy relates solely to this Application, if not stated otherwise within this document.Latest update: May 25, 2018iubendahosts this content and only collectsthe Personal Data strictly necessaryfor it to be provided.",419,<generic>,<error>
