decoder_heading,ident_heading,heading_map_score,heading_map_index,heading_type,heading_content_part,heading_content_part_len,high_level_tag,medium_level_tag
"Ape Apps, LLC does not see, intercept or exchange any of this information with Google in any way","Ape Apps, LLC does not see, intercept or exchange any of this information with Google in any way",100.0,1182,sub,"Ape Apps, LLC does not see, intercept or exchange any of this information with Google in any way.  Please refer toGoogle's Privacy Policyfor more information.",158,<first>,<error>
Ape Apps Account,Ape Apps Account,100.0,1343,main,Ape Apps Account,16,<error>,<error>
"Optionally, Network Browser gives users the ability to create and log in using an Ape Apps Account","Optionally, Network Browser gives users the ability to create and log in using an
Ape Apps Account",98.9795918367347,1360,sub,"Optionally, Network Browser gives users the ability to create and log in using anApe Apps Account.  There is no requirement to do so.  Logging in with Ape Apps allows you to sync your in-app purchases across platforms and to sync your saved game data between devices.  ",269,<first>,<error>
"No personal information is collected besides your email address, and no private or payment information is ever stored on our servers","No personal information is collected besides your email address, and no private or payment information is ever stored on our servers",100.0,1631,sub,"No personal information is collected besides your email address, and no private or payment information is ever stored on our servers.",133,<first>,<error>
Cloud Sync,Cloud Sync,100.0,1765,main,Cloud Sync,10,<error>,<error>
"As a free service to all Network Browser users, users who are signed in using an Ape Apps account (again, optional) will have their Network Browser settings, data and progress automatically synced between their various devices","As a free service to all Network Browser users, users who are signed in using an Ape Apps account (again, optional) will have their Network Browser settings, data and progress automatically synced between their various devices",100.0,1776,sub,"As a free service to all Network Browser users, users who are signed in using an Ape Apps account (again, optional) will have their Network Browser settings, data and progress automatically synced between their various devices.  Again, ",236,<first>,<error>
No personal information is captured,no personal information is captured,100.0,2012,sub,"no personal information is captured.  To disable this feature, simply sign out of Ape Apps from within the app.",111,<first>,<error>
Anti-Piracy Measures,Anti-Piracy Measures,100.0,2124,main,Anti-Piracy Measures,20,<error>,<error>
"The first time the user launches Network Browser, anonymous data is transmitted to the Ape Apps server to verify the integrity of the install","The first time the user launches Network Browser, anonymous data is transmitted to the Ape Apps server to verify the integrity of the install",100.0,2145,sub,"The first time the user launches Network Browser, anonymous data is transmitted to the Ape Apps server to verify the integrity of the install, in an effort to combat software piracy.  ",184,<first>,<error>
"In addition, a similar check is made with the Ape Apps server when conducting an in-app purchase, or when unlocking the app using a Premium License Key file","In addition, a similar check is made with the Ape Apps server when conducting an in-app purchase, or when unlocking the app using a
Premium License Key
file",98.71794871794873,2329,sub,"In addition, a similar check is made with the Ape Apps server when conducting an in-app purchase, or when unlocking the app using aPremium License Keyfile.  No personal information is collected during these anti-piracy checks.",226,<first>,<error>
Non-Online Features,Non-Online Features,100.0,2558,main,Non-Online Features,19,<error>,<error>
"In addition to the online features mentioned above, Network Browser includes some offline capabilities in which you may want to be aware of","In addition to the online features mentioned above, Network Browser includes some offline capabilities in which you may want to be aware of",100.0,2578,sub,"In addition to the online features mentioned above, Network Browser includes some offline capabilities in which you may want to be aware of.  ",142,<generic>,<error>
"Specifically, Network Browser has the ability to detect specific state changes with your device","Specifically, Network Browser has the ability to detect specific state changes with your device",100.0,2720,sub,"Specifically, Network Browser has the ability to detect specific state changes with your device, such as when the device is rotated, or when the device has an incoming phone call or notification.  These abilities are only there in order to improve app usability.  For instance, Network Browser can detect movements in your device in order to facilitate the handling of shake related gestures.  In addition, Network Browser can detect when a phone call is received in order to disable in-app sound effects during a phone call.  In any event, no information relative to your device or your phone calls or contacts is ever collected or stored by Ape Apps.",652,<generic>,<error>
Underlying Philosophy,Underlying Philosophy,100.0,3373,main,Underlying Philosophy,21,<error>,<error>
"At the end of the day, Ape Apps, LLC exists to provide entertainment and utility to our users","At the end of the day, Ape Apps, LLC exists to provide entertainment and utility to our users",100.0,3395,sub,"At the end of the day, Ape Apps, LLC exists to provide entertainment and utility to our users.  ",96,<generic>,<error>
"Ape Apps is an entertainment company first and foremost, and we have absolutely no interest in data mining our customers, or selling their information to third parties","Ape Apps is an entertainment company first and foremost, and we have absolutely no interest in data mining our customers, or selling their information to third parties",100.0,3491,sub,"Ape Apps is an entertainment company first and foremost, and we have absolutely no interest in data mining our customers, or selling their information to third parties.  Your privacy is a top concern for Ape Apps, and Network Browser users can rest assured that we take your privacy seriously.  If you have any additional questions or concerns regarding your privacy relative to Network Browser, do not hesitate to contact us atsupport@ape-apps.com, or visit ourSupport Forum",475,<generic>,<error>
"Ape Apps is an entertainment company first and foremost, and we have absolutely no interest in data mining our customers, or selling their information to third parties","Ape Apps is an entertainment company first and foremost, and we have absolutely no interest in data mining our customers, or selling their information to third parties",100.0,3491,sub,"where we will be happy to answer any concerns that you may have.Copyright ©2010-2023 Ape Apps, LLC",98,<generic>,<error>
